"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Import_Euros"
2017,1,"Ciutat Vella",1,"el Raval",1,10614
2017,1,"Ciutat Vella",1,"el Raval",2,8155
2017,1,"Ciutat Vella",1,"el Raval",3,8179
2017,1,"Ciutat Vella",1,"el Raval",4,10250
2017,1,"Ciutat Vella",1,"el Raval",5,8159
2017,1,"Ciutat Vella",1,"el Raval",6,9543
2017,1,"Ciutat Vella",1,"el Raval",7,8948
2017,1,"Ciutat Vella",1,"el Raval",8,6991
2017,1,"Ciutat Vella",1,"el Raval",9,8450
2017,1,"Ciutat Vella",1,"el Raval",10,7697
2017,1,"Ciutat Vella",1,"el Raval",11,7190
2017,1,"Ciutat Vella",1,"el Raval",12,9296
2017,1,"Ciutat Vella",1,"el Raval",13,9985
2017,1,"Ciutat Vella",1,"el Raval",14,9222
2017,1,"Ciutat Vella",1,"el Raval",15,8992
2017,1,"Ciutat Vella",1,"el Raval",16,8594
2017,1,"Ciutat Vella",1,"el Raval",17,8375
2017,1,"Ciutat Vella",1,"el Raval",18,8730
2017,1,"Ciutat Vella",1,"el Raval",19,8434
2017,1,"Ciutat Vella",1,"el Raval",20,14076
2017,1,"Ciutat Vella",1,"el Raval",21,13108
2017,1,"Ciutat Vella",2,"el Gòtic",22,15707
2017,1,"Ciutat Vella",2,"el Gòtic",23,13676
2017,1,"Ciutat Vella",2,"el Gòtic",25,12871
2017,1,"Ciutat Vella",2,"el Gòtic",26,11523
2017,1,"Ciutat Vella",2,"el Gòtic",27,12440
2017,1,"Ciutat Vella",2,"el Gòtic",28,11457
2017,1,"Ciutat Vella",2,"el Gòtic",29,10519
2017,1,"Ciutat Vella",2,"el Gòtic",30,10307
2017,1,"Ciutat Vella",2,"el Gòtic",31,11019
2017,1,"Ciutat Vella",3,"la Barceloneta",32,13273
2017,1,"Ciutat Vella",3,"la Barceloneta",33,10950
2017,1,"Ciutat Vella",3,"la Barceloneta",34,11195
2017,1,"Ciutat Vella",3,"la Barceloneta",35,10622
2017,1,"Ciutat Vella",3,"la Barceloneta",36,11623
2017,1,"Ciutat Vella",3,"la Barceloneta",37,11289
2017,1,"Ciutat Vella",3,"la Barceloneta",38,10227
2017,1,"Ciutat Vella",3,"la Barceloneta",39,12013
2017,1,"Ciutat Vella",3,"la Barceloneta",40,12215
2017,1,"Ciutat Vella",3,"la Barceloneta",41,10839
2017,1,"Ciutat Vella",3,"la Barceloneta",42,12209
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,15445
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,14540
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,12453
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",46,11485
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",47,11475
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",48,9599
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",49,11977
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",50,12150
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",51,10159
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",52,16250
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",53,11529
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",54,12840
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",55,15089
2017,2,"Eixample",5,"el Fort Pienc",1,15417
2017,2,"Eixample",5,"el Fort Pienc",2,15377
2017,2,"Eixample",5,"el Fort Pienc",3,18333
2017,2,"Eixample",5,"el Fort Pienc",4,13366
2017,2,"Eixample",5,"el Fort Pienc",5,17904
2017,2,"Eixample",5,"el Fort Pienc",6,18761
2017,2,"Eixample",5,"el Fort Pienc",7,19053
2017,2,"Eixample",5,"el Fort Pienc",8,17398
2017,2,"Eixample",5,"el Fort Pienc",9,16521
2017,2,"Eixample",5,"el Fort Pienc",10,16014
2017,2,"Eixample",5,"el Fort Pienc",11,18279
2017,2,"Eixample",5,"el Fort Pienc",12,14271
2017,2,"Eixample",5,"el Fort Pienc",13,14346
2017,2,"Eixample",5,"el Fort Pienc",14,13150
2017,2,"Eixample",5,"el Fort Pienc",15,13730
2017,2,"Eixample",5,"el Fort Pienc",16,17476
2017,2,"Eixample",5,"el Fort Pienc",17,17521
2017,2,"Eixample",5,"el Fort Pienc",18,18180
2017,2,"Eixample",5,"el Fort Pienc",19,16261
2017,2,"Eixample",5,"el Fort Pienc",20,14801
2017,2,"Eixample",6,"la Sagrada Família",21,15222
2017,2,"Eixample",6,"la Sagrada Família",22,15372
2017,2,"Eixample",6,"la Sagrada Família",23,16656
2017,2,"Eixample",6,"la Sagrada Família",24,15027
2017,2,"Eixample",6,"la Sagrada Família",25,14286
2017,2,"Eixample",6,"la Sagrada Família",26,15845
2017,2,"Eixample",6,"la Sagrada Família",27,17146
2017,2,"Eixample",6,"la Sagrada Família",28,15838
2017,2,"Eixample",6,"la Sagrada Família",29,15762
2017,2,"Eixample",6,"la Sagrada Família",30,12686
2017,2,"Eixample",6,"la Sagrada Família",31,18169
2017,2,"Eixample",6,"la Sagrada Família",32,16754
2017,2,"Eixample",6,"la Sagrada Família",33,15861
2017,2,"Eixample",6,"la Sagrada Família",34,13484
2017,2,"Eixample",6,"la Sagrada Família",35,16534
2017,2,"Eixample",6,"la Sagrada Família",36,18445
2017,2,"Eixample",6,"la Sagrada Família",37,17832
2017,2,"Eixample",6,"la Sagrada Família",38,17947
2017,2,"Eixample",6,"la Sagrada Família",39,15339
2017,2,"Eixample",6,"la Sagrada Família",40,14881
2017,2,"Eixample",6,"la Sagrada Família",41,16200
2017,2,"Eixample",6,"la Sagrada Família",42,18915
2017,2,"Eixample",6,"la Sagrada Família",43,17255
2017,2,"Eixample",6,"la Sagrada Família",44,14794
2017,2,"Eixample",6,"la Sagrada Família",45,17601
2017,2,"Eixample",6,"la Sagrada Família",46,14398
2017,2,"Eixample",6,"la Sagrada Família",47,16025
2017,2,"Eixample",6,"la Sagrada Família",48,15157
2017,2,"Eixample",6,"la Sagrada Família",49,14250
2017,2,"Eixample",6,"la Sagrada Família",50,15316
2017,2,"Eixample",6,"la Sagrada Família",51,15410
2017,2,"Eixample",6,"la Sagrada Família",52,16228
2017,2,"Eixample",6,"la Sagrada Família",53,16615
2017,2,"Eixample",6,"la Sagrada Família",54,16703
2017,2,"Eixample",7,"la Dreta de l'Eixample",55,17667
2017,2,"Eixample",7,"la Dreta de l'Eixample",56,17141
2017,2,"Eixample",7,"la Dreta de l'Eixample",57,21575
2017,2,"Eixample",7,"la Dreta de l'Eixample",58,19826
2017,2,"Eixample",7,"la Dreta de l'Eixample",59,20515
2017,2,"Eixample",7,"la Dreta de l'Eixample",60,18931
2017,2,"Eixample",7,"la Dreta de l'Eixample",61,16258
2017,2,"Eixample",7,"la Dreta de l'Eixample",62,19945
2017,2,"Eixample",7,"la Dreta de l'Eixample",63,25925
2017,2,"Eixample",7,"la Dreta de l'Eixample",64,22272
2017,2,"Eixample",7,"la Dreta de l'Eixample",65,19139
2017,2,"Eixample",7,"la Dreta de l'Eixample",66,18641
2017,2,"Eixample",7,"la Dreta de l'Eixample",67,16563
2017,2,"Eixample",7,"la Dreta de l'Eixample",68,16980
2017,2,"Eixample",7,"la Dreta de l'Eixample",69,20079
2017,2,"Eixample",7,"la Dreta de l'Eixample",70,19480
2017,2,"Eixample",7,"la Dreta de l'Eixample",71,21082
2017,2,"Eixample",7,"la Dreta de l'Eixample",72,24078
2017,2,"Eixample",7,"la Dreta de l'Eixample",73,20858
2017,2,"Eixample",7,"la Dreta de l'Eixample",74,20896
2017,2,"Eixample",7,"la Dreta de l'Eixample",75,20297
2017,2,"Eixample",7,"la Dreta de l'Eixample",76,21747
2017,2,"Eixample",7,"la Dreta de l'Eixample",77,21540
2017,2,"Eixample",7,"la Dreta de l'Eixample",78,25042
2017,2,"Eixample",7,"la Dreta de l'Eixample",79,23417
2017,2,"Eixample",7,"la Dreta de l'Eixample",80,25328
2017,2,"Eixample",7,"la Dreta de l'Eixample",81,23881
2017,2,"Eixample",7,"la Dreta de l'Eixample",82,22869
2017,2,"Eixample",7,"la Dreta de l'Eixample",83,27554
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",84,18939
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",85,20400
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",86,20718
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",87,19512
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",88,20821
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89,19323
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90,17862
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",91,18141
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",92,18209
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",93,19102
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",94,19958
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",95,18301
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",96,17098
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",97,16521
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",98,17081
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",99,19553
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",100,19048
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",101,17282
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",102,21233
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",103,16235
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",104,20209
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",105,16630
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",106,21125
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",107,21779
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",108,22839
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",109,22935
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",110,17067
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",111,18214
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",112,22092
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",113,21023
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",114,18130
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",115,16865
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",116,20883
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",117,18962
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",118,20066
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",119,19324
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",120,17454
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",121,18979
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",122,22501
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",123,17645
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",124,19523
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",125,18489
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",126,18298
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",127,17145
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",128,15964
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",129,18583
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",130,25373
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",131,16436
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",132,16621
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",133,18569
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",134,16917
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",135,15207
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",136,17982
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",137,14466
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",138,18343
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",139,15672
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",140,17368
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",141,16320
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",142,14657
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",143,18123
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",144,17890
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",145,16244
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",146,17166
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",147,15533
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",148,17352
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",149,16679
2017,2,"Eixample",10,"Sant Antoni",150,15236
2017,2,"Eixample",10,"Sant Antoni",151,16521
2017,2,"Eixample",10,"Sant Antoni",152,18184
2017,2,"Eixample",10,"Sant Antoni",153,19013
2017,2,"Eixample",10,"Sant Antoni",154,13499
2017,2,"Eixample",10,"Sant Antoni",155,14604
2017,2,"Eixample",10,"Sant Antoni",156,15996
2017,2,"Eixample",10,"Sant Antoni",157,14770
2017,2,"Eixample",10,"Sant Antoni",158,16512
2017,2,"Eixample",10,"Sant Antoni",159,16496
2017,2,"Eixample",10,"Sant Antoni",160,18153
2017,2,"Eixample",10,"Sant Antoni",161,16392
2017,2,"Eixample",10,"Sant Antoni",162,14682
2017,2,"Eixample",10,"Sant Antoni",163,17039
2017,2,"Eixample",10,"Sant Antoni",164,17777
2017,2,"Eixample",10,"Sant Antoni",165,16377
2017,2,"Eixample",10,"Sant Antoni",166,15387
2017,2,"Eixample",10,"Sant Antoni",167,16405
2017,2,"Eixample",10,"Sant Antoni",168,16000
2017,2,"Eixample",10,"Sant Antoni",169,15037
2017,2,"Eixample",10,"Sant Antoni",170,15411
2017,2,"Eixample",10,"Sant Antoni",171,13857
2017,2,"Eixample",10,"Sant Antoni",172,14495
2017,2,"Eixample",10,"Sant Antoni",173,15582
2017,3,"Sants-Montjuïc",11,"el Poble Sec",1,13241
2017,3,"Sants-Montjuïc",11,"el Poble Sec",2,11717
2017,3,"Sants-Montjuïc",11,"el Poble Sec",3,10434
2017,3,"Sants-Montjuïc",11,"el Poble Sec",4,13302
2017,3,"Sants-Montjuïc",11,"el Poble Sec",5,12352
2017,3,"Sants-Montjuïc",11,"el Poble Sec",6,11536
2017,3,"Sants-Montjuïc",11,"el Poble Sec",7,11900
2017,3,"Sants-Montjuïc",11,"el Poble Sec",8,11991
2017,3,"Sants-Montjuïc",11,"el Poble Sec",9,13000
2017,3,"Sants-Montjuïc",11,"el Poble Sec",10,11239
2017,3,"Sants-Montjuïc",11,"el Poble Sec",11,9692
2017,3,"Sants-Montjuïc",11,"el Poble Sec",12,11576
2017,3,"Sants-Montjuïc",11,"el Poble Sec",13,11044
2017,3,"Sants-Montjuïc",11,"el Poble Sec",14,10180
2017,3,"Sants-Montjuïc",11,"el Poble Sec",15,11122
2017,3,"Sants-Montjuïc",11,"el Poble Sec",16,10441
2017,3,"Sants-Montjuïc",11,"el Poble Sec",17,10316
2017,3,"Sants-Montjuïc",11,"el Poble Sec",18,11481
2017,3,"Sants-Montjuïc",11,"el Poble Sec",19,11042
2017,3,"Sants-Montjuïc",11,"el Poble Sec",20,14183
2017,3,"Sants-Montjuïc",11,"el Poble Sec",21,13903
2017,3,"Sants-Montjuïc",11,"el Poble Sec",22,12795
2017,3,"Sants-Montjuïc",11,"el Poble Sec",23,11187
2017,3,"Sants-Montjuïc",11,"el Poble Sec",24,12007
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",25,9917
2017,3,"Sants-Montjuïc",13,"la Marina de Port",26,13438
2017,3,"Sants-Montjuïc",13,"la Marina de Port",27,13044
2017,3,"Sants-Montjuïc",13,"la Marina de Port",28,14942
2017,3,"Sants-Montjuïc",13,"la Marina de Port",29,11155
2017,3,"Sants-Montjuïc",13,"la Marina de Port",30,13031
2017,3,"Sants-Montjuïc",13,"la Marina de Port",31,12162
2017,3,"Sants-Montjuïc",13,"la Marina de Port",32,10628
2017,3,"Sants-Montjuïc",13,"la Marina de Port",33,9313
2017,3,"Sants-Montjuïc",13,"la Marina de Port",34,12588
2017,3,"Sants-Montjuïc",13,"la Marina de Port",35,12801
2017,3,"Sants-Montjuïc",13,"la Marina de Port",36,13839
2017,3,"Sants-Montjuïc",13,"la Marina de Port",37,13263
2017,3,"Sants-Montjuïc",13,"la Marina de Port",38,9034
2017,3,"Sants-Montjuïc",13,"la Marina de Port",39,9361
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",40,16363
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",41,13640
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",42,13524
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",43,14074
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",44,12904
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",45,14554
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",46,18309
2017,3,"Sants-Montjuïc",15,"Hostafrancs",47,13228
2017,3,"Sants-Montjuïc",15,"Hostafrancs",48,17016
2017,3,"Sants-Montjuïc",15,"Hostafrancs",49,14809
2017,3,"Sants-Montjuïc",15,"Hostafrancs",50,14854
2017,3,"Sants-Montjuïc",15,"Hostafrancs",51,12162
2017,3,"Sants-Montjuïc",15,"Hostafrancs",52,12320
2017,3,"Sants-Montjuïc",15,"Hostafrancs",53,12955
2017,3,"Sants-Montjuïc",15,"Hostafrancs",54,14465
2017,3,"Sants-Montjuïc",15,"Hostafrancs",55,14268
2017,3,"Sants-Montjuïc",15,"Hostafrancs",56,14462
2017,3,"Sants-Montjuïc",16,"la Bordeta",57,13301
2017,3,"Sants-Montjuïc",16,"la Bordeta",58,15958
2017,3,"Sants-Montjuïc",16,"la Bordeta",59,12427
2017,3,"Sants-Montjuïc",16,"la Bordeta",60,15769
2017,3,"Sants-Montjuïc",16,"la Bordeta",61,13520
2017,3,"Sants-Montjuïc",16,"la Bordeta",62,13788
2017,3,"Sants-Montjuïc",16,"la Bordeta",63,13374
2017,3,"Sants-Montjuïc",16,"la Bordeta",64,14114
2017,3,"Sants-Montjuïc",16,"la Bordeta",65,15333
2017,3,"Sants-Montjuïc",16,"la Bordeta",66,13767
2017,3,"Sants-Montjuïc",16,"la Bordeta",67,14286
2017,3,"Sants-Montjuïc",16,"la Bordeta",68,13028
2017,3,"Sants-Montjuïc",16,"la Bordeta",69,15426
2017,3,"Sants-Montjuïc",17,"Sants - Badal",70,12214
2017,3,"Sants-Montjuïc",17,"Sants - Badal",71,11883
2017,3,"Sants-Montjuïc",17,"Sants - Badal",72,12404
2017,3,"Sants-Montjuïc",17,"Sants - Badal",73,14562
2017,3,"Sants-Montjuïc",17,"Sants - Badal",74,13527
2017,3,"Sants-Montjuïc",17,"Sants - Badal",75,13076
2017,3,"Sants-Montjuïc",17,"Sants - Badal",76,12975
2017,3,"Sants-Montjuïc",17,"Sants - Badal",77,13515
2017,3,"Sants-Montjuïc",17,"Sants - Badal",78,13317
2017,3,"Sants-Montjuïc",17,"Sants - Badal",79,12126
2017,3,"Sants-Montjuïc",17,"Sants - Badal",80,13398
2017,3,"Sants-Montjuïc",17,"Sants - Badal",81,14729
2017,3,"Sants-Montjuïc",17,"Sants - Badal",82,16073
2017,3,"Sants-Montjuïc",17,"Sants - Badal",83,14851
2017,3,"Sants-Montjuïc",17,"Sants - Badal",84,15003
2017,3,"Sants-Montjuïc",17,"Sants - Badal",85,14908
2017,3,"Sants-Montjuïc",18,"Sants",86,18839
2017,3,"Sants-Montjuïc",18,"Sants",87,17011
2017,3,"Sants-Montjuïc",18,"Sants",88,14871
2017,3,"Sants-Montjuïc",18,"Sants",89,16489
2017,3,"Sants-Montjuïc",18,"Sants",90,17411
2017,3,"Sants-Montjuïc",18,"Sants",91,16111
2017,3,"Sants-Montjuïc",18,"Sants",92,15147
2017,3,"Sants-Montjuïc",18,"Sants",93,15766
2017,3,"Sants-Montjuïc",18,"Sants",94,16467
2017,3,"Sants-Montjuïc",18,"Sants",95,14460
2017,3,"Sants-Montjuïc",18,"Sants",96,13369
2017,3,"Sants-Montjuïc",18,"Sants",97,10467
2017,3,"Sants-Montjuïc",18,"Sants",98,12906
2017,3,"Sants-Montjuïc",18,"Sants",99,13905
2017,3,"Sants-Montjuïc",18,"Sants",100,14399
2017,3,"Sants-Montjuïc",18,"Sants",101,13613
2017,3,"Sants-Montjuïc",18,"Sants",102,14227
2017,3,"Sants-Montjuïc",18,"Sants",103,14780
2017,3,"Sants-Montjuïc",18,"Sants",104,13313
2017,3,"Sants-Montjuïc",18,"Sants",105,13231
2017,3,"Sants-Montjuïc",18,"Sants",106,13767
2017,3,"Sants-Montjuïc",18,"Sants",107,15499
2017,3,"Sants-Montjuïc",18,"Sants",108,14173
2017,3,"Sants-Montjuïc",18,"Sants",109,14745
2017,3,"Sants-Montjuïc",18,"Sants",110,15548
2017,3,"Sants-Montjuïc",18,"Sants",111,14844
2017,3,"Sants-Montjuïc",18,"Sants",112,18521
2017,3,"Sants-Montjuïc",18,"Sants",113,20269
2017,3,"Sants-Montjuïc",18,"Sants",114,19184
2017,3,"Sants-Montjuïc",13,"la Marina de Port",211,12937
2017,3,"Sants-Montjuïc",13,"la Marina de Port",212,11958
2017,3,"Sants-Montjuïc",13,"la Marina de Port",213,9884
2017,4,"Les Corts",19,"les Corts",1,17305
2017,4,"Les Corts",19,"les Corts",2,20150
2017,4,"Les Corts",19,"les Corts",3,19084
2017,4,"Les Corts",19,"les Corts",4,18331
2017,4,"Les Corts",19,"les Corts",5,17016
2017,4,"Les Corts",19,"les Corts",6,18270
2017,4,"Les Corts",19,"les Corts",7,15190
2017,4,"Les Corts",19,"les Corts",8,16613
2017,4,"Les Corts",19,"les Corts",9,18240
2017,4,"Les Corts",19,"les Corts",10,20010
2017,4,"Les Corts",19,"les Corts",11,19941
2017,4,"Les Corts",19,"les Corts",12,19019
2017,4,"Les Corts",19,"les Corts",13,20964
