"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Import_Euros"
2017,4,"Les Corts",19,"les Corts",14,20157
2017,4,"Les Corts",19,"les Corts",15,20173
2017,4,"Les Corts",19,"les Corts",16,20144
2017,4,"Les Corts",19,"les Corts",17,20028
2017,4,"Les Corts",19,"les Corts",18,20859
2017,4,"Les Corts",19,"les Corts",19,25639
2017,4,"Les Corts",19,"les Corts",20,21478
2017,4,"Les Corts",19,"les Corts",21,24319
2017,4,"Les Corts",19,"les Corts",22,20594
2017,4,"Les Corts",19,"les Corts",23,30210
2017,4,"Les Corts",19,"les Corts",24,30210
2017,4,"Les Corts",19,"les Corts",25,18982
2017,4,"Les Corts",19,"les Corts",26,20121
2017,4,"Les Corts",19,"les Corts",27,18424
2017,4,"Les Corts",19,"les Corts",28,18611
2017,4,"Les Corts",19,"les Corts",29,24289
2017,4,"Les Corts",19,"les Corts",30,21248
2017,4,"Les Corts",19,"les Corts",31,17123
2017,4,"Les Corts",19,"les Corts",32,18059
2017,4,"Les Corts",19,"les Corts",33,17719
2017,4,"Les Corts",19,"les Corts",34,22429
2017,4,"Les Corts",19,"les Corts",35,20417
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",36,15724
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",37,17247
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",38,17985
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",39,17074
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",40,13871
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",41,14769
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",42,14987
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",43,20679
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",44,15863
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",45,16170
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",46,23465
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",47,18800
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",48,20624
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",49,25776
2017,4,"Les Corts",21,"Pedralbes",50,30210
2017,4,"Les Corts",21,"Pedralbes",51,20472
2017,4,"Les Corts",21,"Pedralbes",52,30210
2017,4,"Les Corts",21,"Pedralbes",53,21590
2017,4,"Les Corts",21,"Pedralbes",54,23775
2017,4,"Les Corts",21,"Pedralbes",55,30210
2017,4,"Les Corts",21,"Pedralbes",56,30210
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",84,22308
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",1,13232
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",2,22261
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3,21559
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",4,30210
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",5,25314
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",6,30210
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",7,25829
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",8,26342
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",9,22985
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",10,17516
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",11,22673
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",12,20246
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",13,22940
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",14,24407
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",15,21829
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",16,19067
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",17,30210
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",18,21720
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",19,27330
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",20,25730
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",21,23477
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",22,30210
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",23,19654
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",24,30210
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",25,30210
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",26,30210
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",27,30210
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28,30210
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",29,30210
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",30,30210
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",31,30210
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32,30210
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",33,25303
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",34,22732
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",35,30210
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",36,30210
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",37,20794
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",38,20666
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",39,26470
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",40,20048
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",41,21041
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",42,21924
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",43,21908
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44,20123
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",45,24665
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",46,30210
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",47,27048
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",48,27018
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",49,30210
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",50,23796
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",51,29516
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",52,30210
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",53,30210
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",54,30210
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",55,30210
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",56,28777
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",57,30045
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",58,30210
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",59,28863
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",60,30210
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",61,21435
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",62,25357
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",63,26341
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",64,23020
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",65,22850
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",66,27726
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",67,25178
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",68,23567
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",69,21886
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",70,21586
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",71,19661
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",72,23025
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",73,22117
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",74,25406
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",75,23933
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",76,22683
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",77,23428
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",78,22399
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",79,20892
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",80,20940
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",81,20108
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",82,18723
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",83,19716
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",84,19593
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",85,17383
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",86,19806
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",87,20829
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",88,20058
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",89,21729
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",90,20174
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",91,20081
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",92,26847
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",93,22232
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",94,25481
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",95,18725
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",96,18332
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",97,21098
2017,5,"Sarrià-Sant Gervasi",27,"el Putget i Farró",98,19680
2017,6,"Gràcia",28,"Vallcarca i els Penitents",1,16915
2017,6,"Gràcia",28,"Vallcarca i els Penitents",2,16564
2017,6,"Gràcia",28,"Vallcarca i els Penitents",3,15814
2017,6,"Gràcia",28,"Vallcarca i els Penitents",4,16714
2017,6,"Gràcia",28,"Vallcarca i els Penitents",6,21016
2017,6,"Gràcia",28,"Vallcarca i els Penitents",7,18284
2017,6,"Gràcia",28,"Vallcarca i els Penitents",8,16886
2017,6,"Gràcia",28,"Vallcarca i els Penitents",9,23111
2017,6,"Gràcia",28,"Vallcarca i els Penitents",10,18022
2017,6,"Gràcia",28,"Vallcarca i els Penitents",11,18117
2017,6,"Gràcia",28,"Vallcarca i els Penitents",12,21383
2017,6,"Gràcia",29,"el Coll",13,16082
2017,6,"Gràcia",29,"el Coll",14,15628
2017,6,"Gràcia",29,"el Coll",15,13118
2017,6,"Gràcia",29,"el Coll",16,13038
2017,6,"Gràcia",29,"el Coll",17,13526
2017,6,"Gràcia",30,"la Salut",18,15821
2017,6,"Gràcia",30,"la Salut",19,16078
2017,6,"Gràcia",30,"la Salut",20,16441
2017,6,"Gràcia",30,"la Salut",21,18516
2017,6,"Gràcia",30,"la Salut",22,17058
2017,6,"Gràcia",30,"la Salut",23,22542
2017,6,"Gràcia",30,"la Salut",24,16907
2017,6,"Gràcia",30,"la Salut",25,18589
2017,6,"Gràcia",30,"la Salut",26,17723
2017,6,"Gràcia",30,"la Salut",27,18426
2017,6,"Gràcia",31,"Vila de Gràcia",28,15529
2017,6,"Gràcia",31,"Vila de Gràcia",29,17353
2017,6,"Gràcia",31,"Vila de Gràcia",30,15083
2017,6,"Gràcia",31,"Vila de Gràcia",31,16811
2017,6,"Gràcia",31,"Vila de Gràcia",32,16509
2017,6,"Gràcia",31,"Vila de Gràcia",33,16385
2017,6,"Gràcia",31,"Vila de Gràcia",34,16383
2017,6,"Gràcia",31,"Vila de Gràcia",35,20664
2017,6,"Gràcia",31,"Vila de Gràcia",36,19100
2017,6,"Gràcia",31,"Vila de Gràcia",37,16587
2017,6,"Gràcia",31,"Vila de Gràcia",38,17184
2017,6,"Gràcia",31,"Vila de Gràcia",39,15497
2017,6,"Gràcia",31,"Vila de Gràcia",40,17634
2017,6,"Gràcia",31,"Vila de Gràcia",41,17827
2017,6,"Gràcia",31,"Vila de Gràcia",42,19886
2017,6,"Gràcia",31,"Vila de Gràcia",43,16333
2017,6,"Gràcia",31,"Vila de Gràcia",44,21429
2017,6,"Gràcia",31,"Vila de Gràcia",45,17385
2017,6,"Gràcia",31,"Vila de Gràcia",46,15049
2017,6,"Gràcia",31,"Vila de Gràcia",47,14235
2017,6,"Gràcia",31,"Vila de Gràcia",48,14783
2017,6,"Gràcia",31,"Vila de Gràcia",49,16466
2017,6,"Gràcia",31,"Vila de Gràcia",50,13834
2017,6,"Gràcia",31,"Vila de Gràcia",51,15499
2017,6,"Gràcia",31,"Vila de Gràcia",52,15080
2017,6,"Gràcia",31,"Vila de Gràcia",53,16294
2017,6,"Gràcia",31,"Vila de Gràcia",54,14979
2017,6,"Gràcia",31,"Vila de Gràcia",55,15793
2017,6,"Gràcia",31,"Vila de Gràcia",56,14501
2017,6,"Gràcia",31,"Vila de Gràcia",57,14726
2017,6,"Gràcia",31,"Vila de Gràcia",58,16215
2017,6,"Gràcia",31,"Vila de Gràcia",59,16498
2017,6,"Gràcia",31,"Vila de Gràcia",60,14756
2017,6,"Gràcia",31,"Vila de Gràcia",61,15398
2017,6,"Gràcia",31,"Vila de Gràcia",62,14794
2017,6,"Gràcia",31,"Vila de Gràcia",63,14963
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",64,14905
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",65,18767
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",66,16360
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",67,17271
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",68,19193
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",69,18206
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",70,16787
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",71,16860
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",72,18962
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",73,16600
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",74,15572
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",75,19515
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",76,17555
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",77,15909
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",78,15192
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",79,17142
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",80,16484
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",81,16828
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",82,17857
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",83,18552
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",84,16919
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",85,18340
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",86,20922
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",87,20606
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",88,17915
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",1,17092
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",2,14835
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",3,15714
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",4,14548
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",5,14704
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",6,16675
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",7,14007
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",8,16102
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",9,14644
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",10,15338
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",11,15558
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",12,13982
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",13,16979
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",14,12896
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",15,14376
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",16,16649
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",17,14797
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",18,14976
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",19,15899
2017,7,"Horta-Guinardó",34,"Can Baró",20,15195
2017,7,"Horta-Guinardó",34,"Can Baró",21,17705
2017,7,"Horta-Guinardó",34,"Can Baró",22,13979
2017,7,"Horta-Guinardó",34,"Can Baró",23,11848
2017,7,"Horta-Guinardó",34,"Can Baró",24,13281
2017,7,"Horta-Guinardó",34,"Can Baró",25,13342
2017,7,"Horta-Guinardó",34,"Can Baró",26,14299
2017,7,"Horta-Guinardó",35,"el Guinardó",27,13686
2017,7,"Horta-Guinardó",35,"el Guinardó",28,13869
2017,7,"Horta-Guinardó",35,"el Guinardó",29,15944
2017,7,"Horta-Guinardó",35,"el Guinardó",30,13531
2017,7,"Horta-Guinardó",35,"el Guinardó",31,13590
2017,7,"Horta-Guinardó",35,"el Guinardó",32,14632
2017,7,"Horta-Guinardó",35,"el Guinardó",33,15040
2017,7,"Horta-Guinardó",35,"el Guinardó",34,16037
2017,7,"Horta-Guinardó",35,"el Guinardó",35,16905
2017,7,"Horta-Guinardó",35,"el Guinardó",36,16914
2017,7,"Horta-Guinardó",35,"el Guinardó",37,15177
2017,7,"Horta-Guinardó",35,"el Guinardó",38,14355
2017,7,"Horta-Guinardó",35,"el Guinardó",39,15402
2017,7,"Horta-Guinardó",35,"el Guinardó",40,14769
2017,7,"Horta-Guinardó",35,"el Guinardó",41,13661
2017,7,"Horta-Guinardó",35,"el Guinardó",42,15315
2017,7,"Horta-Guinardó",35,"el Guinardó",43,13659
2017,7,"Horta-Guinardó",35,"el Guinardó",44,15948
2017,7,"Horta-Guinardó",35,"el Guinardó",45,14156
2017,7,"Horta-Guinardó",35,"el Guinardó",46,13978
2017,7,"Horta-Guinardó",35,"el Guinardó",47,14602
2017,7,"Horta-Guinardó",35,"el Guinardó",48,15537
2017,7,"Horta-Guinardó",35,"el Guinardó",49,16293
2017,7,"Horta-Guinardó",35,"el Guinardó",50,14151
2017,7,"Horta-Guinardó",35,"el Guinardó",51,14690
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues",52,18463
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues",53,16012
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues",54,19725
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues",55,20600
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues",56,15993
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues",57,16246
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues",58,15749
2017,7,"Horta-Guinardó",37,"el Carmel",59,11478
2017,7,"Horta-Guinardó",37,"el Carmel",60,10803
2017,7,"Horta-Guinardó",37,"el Carmel",61,11669
2017,7,"Horta-Guinardó",37,"el Carmel",62,12351
2017,7,"Horta-Guinardó",37,"el Carmel",63,10388
2017,7,"Horta-Guinardó",37,"el Carmel",64,11151
2017,7,"Horta-Guinardó",37,"el Carmel",65,9948
2017,7,"Horta-Guinardó",37,"el Carmel",66,9991
2017,7,"Horta-Guinardó",37,"el Carmel",67,10215
2017,7,"Horta-Guinardó",37,"el Carmel",68,9458
2017,7,"Horta-Guinardó",37,"el Carmel",69,10421
2017,7,"Horta-Guinardó",37,"el Carmel",70,10632
2017,7,"Horta-Guinardó",37,"el Carmel",71,12433
2017,7,"Horta-Guinardó",37,"el Carmel",72,11592
2017,7,"Horta-Guinardó",37,"el Carmel",73,11021
2017,7,"Horta-Guinardó",37,"el Carmel",74,11436
2017,7,"Horta-Guinardó",37,"el Carmel",75,10896
2017,7,"Horta-Guinardó",37,"el Carmel",76,10426
2017,7,"Horta-Guinardó",37,"el Carmel",77,10399
2017,7,"Horta-Guinardó",37,"el Carmel",78,10790
2017,7,"Horta-Guinardó",37,"el Carmel",79,11580
2017,7,"Horta-Guinardó",37,"el Carmel",80,11985
2017,7,"Horta-Guinardó",38,"la Teixonera",81,12699
2017,7,"Horta-Guinardó",38,"la Teixonera",82,11609
2017,7,"Horta-Guinardó",38,"la Teixonera",83,11990
2017,7,"Horta-Guinardó",38,"la Teixonera",84,12085
2017,7,"Horta-Guinardó",38,"la Teixonera",85,12967
2017,7,"Horta-Guinardó",38,"la Teixonera",86,11866
2017,7,"Horta-Guinardó",38,"la Teixonera",87,12265
2017,7,"Horta-Guinardó",38,"la Teixonera",88,11864
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",89,15900
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",90,12653
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",91,13080
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",92,10715
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",93,13229
2017,7,"Horta-Guinardó",40,"Montbau",94,13824
2017,7,"Horta-Guinardó",40,"Montbau",95,14356
2017,7,"Horta-Guinardó",40,"Montbau",96,12919
2017,7,"Horta-Guinardó",40,"Montbau",97,15418
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron",98,18809
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron",99,16260
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron",100,14727
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron",101,14739
2017,7,"Horta-Guinardó",42,"la Clota",102,13146
2017,7,"Horta-Guinardó",43,"Horta",103,13353
2017,7,"Horta-Guinardó",43,"Horta",104,12004
2017,7,"Horta-Guinardó",43,"Horta",105,15263
2017,7,"Horta-Guinardó",43,"Horta",106,15501
2017,7,"Horta-Guinardó",43,"Horta",107,15732
2017,7,"Horta-Guinardó",43,"Horta",108,14797
2017,7,"Horta-Guinardó",43,"Horta",109,12672
2017,7,"Horta-Guinardó",43,"Horta",110,16238
2017,7,"Horta-Guinardó",43,"Horta",111,18587
2017,7,"Horta-Guinardó",43,"Horta",112,15133
2017,7,"Horta-Guinardó",43,"Horta",113,13818
2017,7,"Horta-Guinardó",43,"Horta",114,15587
2017,7,"Horta-Guinardó",43,"Horta",115,17341
2017,7,"Horta-Guinardó",43,"Horta",116,13831
2017,7,"Horta-Guinardó",43,"Horta",117,14048
2017,7,"Horta-Guinardó",43,"Horta",118,14739
2017,7,"Horta-Guinardó",43,"Horta",119,13233
